"id","title","keyword","pos"
4723,"Southland Tales","santa monica california",60
10800,"Dragon Hunters","destroy",1
10800,"Dragon Hunters","future",2
10800,"Dragon Hunters","world supremacy",3
10800,"Dragon Hunters","best friend",4
10800,"Dragon Hunters","dragon",5
10800,"Dragon Hunters","doomsday",6
25763,"Damnation Alley","based on novel",1
25763,"Damnation Alley","future",2
25763,"Damnation Alley","post-apocalyptic",3
25763,"Damnation Alley","war",4
25763,"Damnation Alley","cockroach",5
25763,"Damnation Alley","motorcycle",6
25763,"Damnation Alley","scorpion",7
25763,"Damnation Alley","post nuclear",8
25763,"Damnation Alley","battle for survival",9
79694,"The Apparition","experiment",1
79694,"The Apparition","supernatural",2
79694,"The Apparition","paranormal",3
79694,"The Apparition","haunting",4
79694,"The Apparition","disappearance",5
79694,"The Apparition","fear",6
79694,"The Apparition","ghost",7
4032,"My Girl","neighbor",1
4032,"My Girl","child killed by animal",2
4032,"My Girl","writing class",3
4032,"My Girl","makeup artist",4
4032,"My Girl","bee sting",5
4032,"My Girl","camper",6
4032,"My Girl","cosmetologist",7
4032,"My Girl","tree climbing",8
4032,"My Girl","death in childbirth",9
4032,"My Girl","tuba",10
4032,"My Girl","motor home",11
4032,"My Girl","bee attack",12
18615,"Fur: An Imaginary Portrait of Diane Arbus","photographer",1
18615,"Fur: An Imaginary Portrait of Diane Arbus","biography",2
18615,"Fur: An Imaginary Portrait of Diane Arbus","hair",3
18615,"Fur: An Imaginary Portrait of Diane Arbus","werewolf",4
18615,"Fur: An Imaginary Portrait of Diane Arbus","hypertrichosis",5
18615,"Fur: An Imaginary Portrait of Diane Arbus","freak",6
10673,"Wall Street","power",1
10673,"Wall Street","fraud",2
10673,"Wall Street","broker",3
10673,"Wall Street","wall street",4
10673,"Wall Street","finances",5
10673,"Wall Street","lawyer",6
10673,"Wall Street","union",7
10673,"Wall Street","millionaire",8
10673,"Wall Street","stock broker",9
4584,"Sense and Sensibility","bowling",1
4584,"Sense and Sensibility","based on novel",2
4584,"Sense and Sensibility","servant",3
4584,"Sense and Sensibility","country life",4
4584,"Sense and Sensibility","jane austen",5
4584,"Sense and Sensibility","inheritance",6
4584,"Sense and Sensibility","military officer",7
4584,"Sense and Sensibility","period drama",8
4584,"Sense and Sensibility","rainstorm",9
4584,"Sense and Sensibility","horse and carriage",10
4584,"Sense and Sensibility","decorum",11
2977,"Becoming Jane","england",1
2977,"Becoming Jane","judge",2
2977,"Becoming Jane","irland",3
2977,"Becoming Jane","new love",4
2977,"Becoming Jane","empowerment",5
2977,"Becoming Jane","country life",6
2977,"Becoming Jane","future",7
2977,"Becoming Jane","letter",8
2977,"Becoming Jane","law",9
2977,"Becoming Jane","lovers",10
2977,"Becoming Jane","creativity",11
2977,"Becoming Jane","sister",12
2977,"Becoming Jane","author",13
2977,"Becoming Jane","family",14
10760,"Sydney White","college",1
10760,"Sydney White","romance",2
10760,"Sydney White","sorority",3
10760,"Sydney White","student",4
10760,"Sydney White","snow white",5
10760,"Sydney White","young adult",6
10760,"Sydney White","modern fairy tale",7
11093,"House of Sand and Fog","san francisco",1
11093,"House of Sand and Fog","immigrant",2
11093,"House of Sand and Fog","house",3
11093,"House of Sand and Fog","intimidation",4
11093,"House of Sand and Fog","iranian",5
207,"Dead Poets Society","individual",1
207,"Dead Poets Society","philosophy",2
207,"Dead Poets Society","poetry",3
207,"Dead Poets Society","shakespeare",4
207,"Dead Poets Society","professor",5
207,"Dead Poets Society","literature",6
207,"Dead Poets Society","friendship",7
207,"Dead Poets Society","filmes focados em um professor",8
8467,"Dumb and Dumber","gas station",1
8467,"Dumb and Dumber","motel",2
8467,"Dumb and Dumber","utah",3
8467,"Dumb and Dumber","stupidity",4
8467,"Dumb and Dumber","pill",5
8467,"Dumb and Dumber","prank",6
8467,"Dumb and Dumber","cigar smoking",7
8467,"Dumb and Dumber","violence",8
8467,"Dumb and Dumber","criminal",9
8467,"Dumb and Dumber","fired from the job",10
8467,"Dumb and Dumber","clumsiness",11
8467,"Dumb and Dumber","stepmother stepdaughter relationship",12
8467,"Dumb and Dumber","sitting on a toilet",13
8467,"Dumb and Dumber","aspen colorado",14
8467,"Dumb and Dumber","parakeet",15
8467,"Dumb and Dumber","defecation",16
8467,"Dumb and Dumber","scooter",17
8467,"Dumb and Dumber","hotel suite",18
8467,"Dumb and Dumber","endangered species",19
8467,"Dumb and Dumber","foolish",20
8467,"Dumb and Dumber","laxative",21
639,"When Harry Met Sally...","new york",1
639,"When Harry Met Sally...","wife husband relationship",2
639,"When Harry Met Sally...","restaurant",3
639,"When Harry Met Sally...","platonic love",4
639,"When Harry Met Sally...","orgasm",5
639,"When Harry Met Sally...","friendship",6
639,"When Harry Met Sally...","male female relationship",7
24226,"The Verdict","boston",1
24226,"The Verdict","court",2
24226,"The Verdict","malpractice",3
24226,"The Verdict","alcoholic",4
24226,"The Verdict","courtroom",5
24226,"The Verdict","defense attorney",6
9285,"Road Trip","female nudity",1
9285,"Road Trip","sex",2
9285,"Road Trip","sexism",3
9285,"Road Trip","sperm bank",4
9285,"Road Trip","erection",5
9285,"Road Trip","blonde",6
9285,"Road Trip","road trip",7
9285,"Road Trip","sorority",8
9285,"Road Trip","politically incorrect",9
9285,"Road Trip","pot smoking",10
9285,"Road Trip","teen movie",11
9285,"Road Trip","teen sex comedy",12
9285,"Road Trip","cross country",13
9285,"Road Trip","political",14
9285,"Road Trip","stoner",15
9285,"Road Trip","sperm donor",16
9285,"Road Trip","school bus",17
9285,"Road Trip","losing money",18
9285,"Road Trip","male virgin",19
9285,"Road Trip","horniness",20
9285,"Road Trip","dorm room",21
9285,"Road Trip","sex tape",22
9285,"Road Trip","young adult",23
14709,"Varsity Blues","american football",1
14709,"Varsity Blues","small town",2
14709,"Varsity Blues","texas",3
14709,"Varsity Blues","cheerleader",4
14709,"Varsity Blues","sport",5
14709,"Varsity Blues","party",6
14709,"Varsity Blues","high school sports",7
14709,"Varsity Blues","police car",8
14709,"Varsity Blues","american football star",9
14709,"Varsity Blues","the big game",10
74643,"The Artist","film producer",1
74643,"The Artist","film history",2
74643,"The Artist","movie studio",3
74643,"The Artist","hollywood",4
74643,"The Artist","dog",5
74643,"The Artist","mustache",6
74643,"The Artist","hollywoodland",7
74643,"The Artist","silent film",8
74643,"The Artist","marquee",9
74643,"The Artist","terrier",10
74643,"The Artist","movie star",11
74643,"The Artist","flapper",12
74643,"The Artist","silent film star",13
83666,"Moonrise Kingdom","new england",1
83666,"Moonrise Kingdom","first love",2
83666,"Moonrise Kingdom","eye patch",3
83666,"Moonrise Kingdom","search party",4
83666,"Moonrise Kingdom","devastation",5
83666,"Moonrise Kingdom","pen pal",6
83666,"Moonrise Kingdom","handkerchief",7
83666,"Moonrise Kingdom","child smoking",8
83666,"Moonrise Kingdom","small town sheriff",9
83666,"Moonrise Kingdom","the color red",10
83666,"Moonrise Kingdom","the color blue",11
83666,"Moonrise Kingdom","boy scouts",12
83666,"Moonrise Kingdom","sand dancing",13
83666,"Moonrise Kingdom","meet cute",14
83666,"Moonrise Kingdom","boy scouts leader",15
83666,"Moonrise Kingdom","pipe smoking",16
83666,"Moonrise Kingdom","duringcreditsstinger",17
10781,"The Texas Chainsaw Massacre: The Beginning","mass murder",1
10781,"The Texas Chainsaw Massacre: The Beginning","planned murder",2
10781,"The Texas Chainsaw Massacre: The Beginning","chain saw",3
10781,"The Texas Chainsaw Massacre: The Beginning","sadism",4
10781,"The Texas Chainsaw Massacre: The Beginning","knife",5
10781,"The Texas Chainsaw Massacre: The Beginning","psychopath",6
10781,"The Texas Chainsaw Massacre: The Beginning","prequel",7
10781,"The Texas Chainsaw Massacre: The Beginning","murder",8
10781,"The Texas Chainsaw Massacre: The Beginning","gore",9
10781,"The Texas Chainsaw Massacre: The Beginning","serial killer",10
10781,"The Texas Chainsaw Massacre: The Beginning","blood",11
10781,"The Texas Chainsaw Massacre: The Beginning","leatherface",12
10781,"The Texas Chainsaw Massacre: The Beginning","slaughterhouse",13
10781,"The Texas Chainsaw Massacre: The Beginning","slasher",14
10781,"The Texas Chainsaw Massacre: The Beginning","chainsaw",15
10781,"The Texas Chainsaw Massacre: The Beginning","torture",16
10781,"The Texas Chainsaw Massacre: The Beginning","cruelty",17
10781,"The Texas Chainsaw Massacre: The Beginning","series of murders",18
10781,"The Texas Chainsaw Massacre: The Beginning","violence",19
10781,"The Texas Chainsaw Massacre: The Beginning","cannibal",20
10781,"The Texas Chainsaw Massacre: The Beginning","severed foot",21
10781,"The Texas Chainsaw Massacre: The Beginning","severed hand",22
318850,"The Young Messiah","egypt",1
318850,"The Young Messiah","jesus christ",2
318850,"The Young Messiah","gospel",3
318850,"The Young Messiah","christian",4
318850,"The Young Messiah","journey",5
318850,"The Young Messiah","biblical",6
13908,"The Master of Disguise","aftercreditsstinger",1
13908,"The Master of Disguise","duringcreditsstinger",2
1417,"Pans Labyrinth","spain",1
1417,"Pans Labyrinth","resistance",2
1417,"Pans Labyrinth","servant",3
1417,"Pans Labyrinth","anti hero",4
1417,"Pans Labyrinth","fairy",5
1417,"Pans Labyrinth","fairy tale",6
1417,"Pans Labyrinth","franco regime",7
1417,"Pans Labyrinth","army",8
1417,"Pans Labyrinth","princess",9
1417,"Pans Labyrinth","love",10
1417,"Pans Labyrinth","woods",11
1417,"Pans Labyrinth","king",12
1417,"Pans Labyrinth","hiding",13
1417,"Pans Labyrinth","labyrinth",14
1417,"Pans Labyrinth","mythological",15
39180,"See Spot Run","dog",1
16161,"Baby Boy","single parent",1
16161,"Baby Boy","intolerance",2
16161,"Baby Boy","condom",3
16161,"Baby Boy","bootlegger",4
16161,"Baby Boy","fistfight",5
16161,"Baby Boy","step father",6
16161,"Baby Boy","womanizer",7
16161,"Baby Boy","thief",8
16161,"Baby Boy","domestic violence",9
16161,"Baby Boy","gunfight",10
16161,"Baby Boy","los angeles",11
16161,"Baby Boy","physical abuse",12
16161,"Baby Boy","ex-con",13
16161,"Baby Boy","selfishness",14
16161,"Baby Boy","passive aggression",15
16161,"Baby Boy","fatherhood",16
16161,"Baby Boy","convicted felon",17
16161,"Baby Boy","south central l.a.",18
49950,"The Roommate","jealousy",1
49950,"The Roommate","roommate",2
49950,"The Roommate","obsession",3
49950,"The Roommate","campus",4
49950,"The Roommate","love",5
49950,"The Roommate","murder",6
49950,"The Roommate","freshman",7
49950,"The Roommate","student",8
49950,"The Roommate","los angeles",9
49950,"The Roommate","medication",10
49950,"The Roommate","violence",11
49950,"The Roommate","boyfriend",12
49950,"The Roommate","design",13
49950,"The Roommate","resentment",14
10956,"Joe Dirt","parents kids relationship",1
10956,"Joe Dirt","loss of parents",2
10956,"Joe Dirt","looking for  birth parents",3
10956,"Joe Dirt","meteorite",4
10956,"Joe Dirt","janitor",5
10956,"Joe Dirt"," ",6
10956,"Joe Dirt","woman director",7
9594,"Double Impact","loss of parents",1
9594,"Double Impact","karate",2
9594,"Double Impact","fighter",3
9594,"Double Impact","revenge",4
9594,"Double Impact","hong kong",5
9594,"Double Impact","twins",6
9594,"Double Impact","hoodlum",7
4638,"Hot Fuzz","village",1
4638,"Hot Fuzz","arrest",2
4638,"Hot Fuzz","police",3
4638,"Hot Fuzz","partner",4
4638,"Hot Fuzz","murder",5
4638,"Hot Fuzz","conspiracy",6
4638,"Hot Fuzz","gunfight",7
4638,"Hot Fuzz","police force",8
4638,"Hot Fuzz","cowboy costume",9
4638,"Hot Fuzz","accident",10
13972,"The Women","beauty salon",1
13972,"The Women","divorce",2
13972,"The Women","woman director",3
5038,"Vicky Cristina Barcelona","barcelona spain",1
5038,"Vicky Cristina Barcelona","menage a trois",2
5038,"Vicky Cristina Barcelona","author",3
13491,"Arn: The Knight Templar","tv movie",1
10571,"Boys and Girls","soulmates",1
10571,"Boys and Girls","new love",2
10571,"Boys and Girls","platonic love",3
10571,"Boys and Girls","lovers",4
10571,"Boys and Girls","girlfriend",5
10571,"Boys and Girls","model student",6
10571,"Boys and Girls","friendship",7
10571,"Boys and Girls","motherly love",8
10571,"Boys and Girls","student movie",9
10571,"Boys and Girls","student",10
10571,"Boys and Girls","university",11
10571,"Boys and Girls","relationship",12
10994,"White Oleander","poison",1
10994,"White Oleander","prison",2
10994,"White Oleander","loss of family",3
10994,"White Oleander","loss of father",4
10994,"White Oleander","foster parents",5
10994,"White Oleander","women's prison",6
10994,"White Oleander","family relationships",7
10994,"White Oleander","bad mother",8
10994,"White Oleander","children's services",9
19994,"Jennifers Body","bloodthirstiness",1
19994,"Jennifers Body","high school",2
19994,"Jennifers Body","sexual murder",3
19994,"Jennifers Body","horror",4
19994,"Jennifers Body","gore",5
19994,"Jennifers Body","slumber party",6
19994,"Jennifers Body","demon",7
19994,"Jennifers Body","succubus",8
19994,"Jennifers Body","candlelight vigil",9
19994,"Jennifers Body","duringcreditsstinger",10
19994,"Jennifers Body","woman director",11
25166,"Drowning Mona","suspicion",1
25166,"Drowning Mona","suspect",2
25166,"Drowning Mona","investigation",3
25166,"Drowning Mona","remake",4
25166,"Drowning Mona","murder",5
25166,"Drowning Mona","death",6
25166,"Drowning Mona","accident",7
25166,"Drowning Mona","dysfunctional",8
30890,"Radio Days","beach",1
30890,"Radio Days","taxi driver",2
30890,"Radio Days","world war ii",3
30890,"Radio Days","radio",4
30890,"Radio Days","coney island",5
30890,"Radio Days","independent film",6
30890,"Radio Days","working class",7
30890,"Radio Days","binoculars",8
30890,"Radio Days","cigarette girl",9
30890,"Radio Days","radio plays",10
23169,"Remember Me","new york",1
23169,"Remember Me","father son relationship",2
23169,"Remember Me","grieving",3
23169,"Remember Me","romantic drama",4
23169,"Remember Me","young adult",5
23169,"Remember Me","college student",6
23169,"Remember Me","21st century",7
17403,"How to Deal","woman director",1
12120,"My Stepmother is an Alien","alien",1
12120,"My Stepmother is an Alien","spoof",2
12120,"My Stepmother is an Alien","sneeze",3
12120,"My Stepmother is an Alien","levitation",4
12120,"My Stepmother is an Alien","message",5
9800,"Philadelphia","gay",1
9800,"Philadelphia","aids",2
9800,"Philadelphia","homophobia",3
9800,"Philadelphia","jurors",4
9800,"Philadelphia","court",5
9800,"Philadelphia","partner",6
9800,"Philadelphia","hiv",7
9800,"Philadelphia","lawyer",8
9800,"Philadelphia","dying",9
9800,"Philadelphia","discrimination",10
9800,"Philadelphia","judiciary",11
1090,"The Thirteenth Floor","artificial intelligence",1
1090,"The Thirteenth Floor","simulation",2
1090,"The Thirteenth Floor","computer program",3
1090,"The Thirteenth Floor","virtual reality",4
1090,"The Thirteenth Floor","dystopia",5
1090,"The Thirteenth Floor","murder",6
1090,"The Thirteenth Floor","los angeles",7
18475,"The Cookout","comedy",1
40160,"Meteor","meteor",1
40160,"Meteor","disaster",2
40160,"Meteor","disaster film",3
40160,"Meteor","disaster movie",4
18074,"Duets","musical",1
9689,"Hollywood Ending","blindness and impaired vision",1
9689,"Hollywood Ending","creative crisis",2
9689,"Hollywood Ending","film director",3
9781,"Detroit Rock City","parents kids relationship",1
9781,"Detroit Rock City","kiss",2
9781,"Detroit Rock City","independent film",3
9781,"Detroit Rock City","youth",4
9781,"Detroit Rock City","drug",5
9781,"Detroit Rock City","detroit",6
8009,"Highlander","new york",1
8009,"Highlander","scotland",2
8009,"Highlander","swordplay",3
8009,"Highlander","sword",4
8009,"Highlander","cut-off head",5
8009,"Highlander","immortality",6
3877,"Things We Lost in the Fire","sadness",1
3877,"Things We Lost in the Fire","loss of father",2
3877,"Things We Lost in the Fire","junkie",3
3877,"Things We Lost in the Fire","luxury",4
3877,"Things We Lost in the Fire","heroin",5
3877,"Things We Lost in the Fire","beauty",6
3877,"Things We Lost in the Fire","charity",7
3877,"Things We Lost in the Fire","funeral",8
3877,"Things We Lost in the Fire","widow",9
3877,"Things We Lost in the Fire","loss of husband",10
3877,"Things We Lost in the Fire","ersatz",11
3877,"Things We Lost in the Fire","best friend",12
3877,"Things We Lost in the Fire","woman director",13
8854,"Steel","dc comics",1
8854,"Steel","los angeles",2
8854,"Steel","soldier",3
8854,"Steel","military",4
152599,"The Immigrant","new york",1
152599,"The Immigrant","corruption",2
152599,"The Immigrant","sister sister relationship",3
152599,"The Immigrant","magic",4
152599,"The Immigrant","immigrant",5
152599,"The Immigrant","nudity",6
152599,"The Immigrant","nightmare",7
152599,"The Immigrant","ship",8
152599,"The Immigrant","quarantine",9
152599,"The Immigrant","love",10
152599,"The Immigrant","murder",11
152599,"The Immigrant","money",12
152599,"The Immigrant","escape",13
152599,"The Immigrant","doctor",14
152599,"The Immigrant","prostitution",15
152599,"The Immigrant","poland",16
152599,"The Immigrant","illness",17
68727,"Trance","amnesia",1
68727,"Trance","art thief",2
68727,"Trance","hypnotism",3
68727,"Trance","heist movie",4
68727,"Trance","duringcreditsstinger",5
12657,"Soul Plane","black people",1
12657,"Soul Plane","hip-hop",2
12657,"Soul Plane","nightclub",3
12657,"Soul Plane","airplane",4
12657,"Soul Plane","chaos",5
12657,"Soul Plane","champagne",6
8265,"Welcome to the Sticks","clock tower",1
8265,"Welcome to the Sticks","jealousy",2
8265,"Welcome to the Sticks","cheating",3
8265,"Welcome to the Sticks","provence",4
8265,"Welcome to the Sticks","lie",5
8265,"Welcome to the Sticks","southern france",6
8265,"Welcome to the Sticks","postman",7
8265,"Welcome to the Sticks","flush",8
8265,"Welcome to the Sticks","mama's boy",9
8265,"Welcome to the Sticks","bias",10
8265,"Welcome to the Sticks","local speciality",11
8265,"Welcome to the Sticks","job transfer",12
8265,"Welcome to the Sticks","northern france",13
8265,"Welcome to the Sticks","disabled",14
8265,"Welcome to the Sticks","dialect",15
12410,"Good","germany",1
12410,"Good","nazis",2
12410,"Good","nazism",3
12410,"Good","euthanasia",4
34647,"Enter the Void","prostitute",1
34647,"Enter the Void","hallucination",2
34647,"Enter the Void","strip club",3
34647,"Enter the Void","afterlife",4
34647,"Enter the Void","surrealism",5
34647,"Enter the Void","drug trip",6
34647,"Enter the Void","unsimulated sex",7
34647,"Enter the Void","incest",8
34647,"Enter the Void","drug deal",9
34647,"Enter the Void","psychedelic",10
34647,"Enter the Void","dmt",11
34647,"Enter the Void","new french extremism",12
34647,"Enter the Void","drugs",13
73935,"Vamps","vampire",1
73935,"Vamps","love",2
73935,"Vamps","woman director",3
28178,"Hachi: A Dogs Tale","japanese",1
28178,"Hachi: A Dogs Tale","loyalty",2
28178,"Hachi: A Dogs Tale","human animal relationship",3
28178,"Hachi: A Dogs Tale","friendship",4
28178,"Hachi: A Dogs Tale","friends",5
28178,"Hachi: A Dogs Tale","family relationships",6
28178,"Hachi: A Dogs Tale","dog",7
28178,"Hachi: A Dogs Tale","newspaper reporter",8
28178,"Hachi: A Dogs Tale","family dog",9
28178,"Hachi: A Dogs Tale","waiting",10
264656,"The Homesman","dancing",1
264656,"The Homesman","based on novel",2
264656,"The Homesman","revenge",3
264656,"The Homesman","native american",4
264656,"The Homesman","violence",5
264656,"The Homesman","wild west",6
264656,"The Homesman","driven insane",7
264656,"The Homesman","abusive marriage",8
264656,"The Homesman","refused services",9
264656,"The Homesman","prison wagon",10
264656,"The Homesman","lost in the desert",11
264656,"The Homesman","buffalo skin",12
35696,"Juwanna Mann","sport",1
35696,"Juwanna Mann","basketball",2
35696,"Juwanna Mann","beautiful woman",3
35696,"Juwanna Mann","hit in crotch",4
35696,"Juwanna Mann","cross dressing",5
35696,"Juwanna Mann","the star spangled banner",6
16351,"Ararat","destruction of a civilization",1
16351,"Ararat","turkey",2
38717,"Madison","sport",1
38717,"Madison","independent film",2
2110,"Wasabi","handcuffs",1
2110,"Wasabi","hitman",2
2110,"Wasabi","love letter",3
2110,"Wasabi","police operation",4
2110,"Wasabi","japanese mafia",5
2110,"Wasabi","golf club",6
2110,"Wasabi","brutal cop",7
9035,"Slither","small town",1
9035,"Slither","mutant",2
9035,"Slither","meteor",3
9035,"Slither","meat",4
9035,"Slither","alien",5
9035,"Slither","violence",6
9035,"Slither","parasite",7
9035,"Slither","slug",8
9035,"Slither","bodily dismemberment",9
9035,"Slither","aftercreditsstinger",10
9035,"Slither","duringcreditsstinger",11
9035,"Slither","body horror",12
90,"Beverly Hills Cop","california",1
90,"Beverly Hills Cop","showdown",2
90,"Beverly Hills Cop","undercover",3
90,"Beverly Hills Cop","strip club",4
90,"Beverly Hills Cop","investigation",5
90,"Beverly Hills Cop","weapon",6
90,"Beverly Hills Cop","police",7
90,"Beverly Hills Cop","smuggling",8
90,"Beverly Hills Cop","swimming pool",9
90,"Beverly Hills Cop","gunfight",10
90,"Beverly Hills Cop","mansion",11
90,"Beverly Hills Cop","los angeles",12
90,"Beverly Hills Cop","foot chase",13
90,"Beverly Hills Cop","art gallery",14
90,"Beverly Hills Cop","car chase",15
90,"Beverly Hills Cop","warehouse",16
90,"Beverly Hills Cop","beverly hills",17
90,"Beverly Hills Cop","buddy comedy",18
90,"Beverly Hills Cop","country club",19
90,"Beverly Hills Cop","maverick cop",20
90,"Beverly Hills Cop","detroit michigan",21
90,"Beverly Hills Cop","damsel in distress",22
90,"Beverly Hills Cop","bar fight",23
771,"Home Alone","holiday",1
771,"Home Alone","burglar",2
771,"Home Alone","home invasion",3
771,"Home Alone","mischief",4
771,"Home Alone","booby trap",5
771,"Home Alone","home alone",6
771,"Home Alone","suburban chicago",7
771,"Home Alone","mischievous child",8
771,"Home Alone","christmas",9
771,"Home Alone","child",10
12154,"Three Men and a Baby","baby",1
12154,"Three Men and a Baby","roommate",2
12154,"Three Men and a Baby","bachelor",3
12154,"Three Men and a Baby","party",4
12154,"Three Men and a Baby","windeln",5
12154,"Three Men and a Baby","solteros",6
9576,"Tootsie","infidelity",1
9576,"Tootsie","love",2
9576,"Tootsie","friends",3
9576,"Tootsie","cross dressing",4
9576,"Tootsie","reputation",5
9576,"Tootsie","unemployed actor",6
9576,"Tootsie","serenade",7
9576,"Tootsie","hit in the crotch",8
9576,"Tootsie","apology",9
9576,"Tootsie","live television",10
9576,"Tootsie","actress",11
9576,"Tootsie","actor",12
744,"Top Gun","lovesickness",1
744,"Top Gun","loss of lover",2
744,"Top Gun","fighter pilot",3
744,"Top Gun","self-discovery",4
744,"Top Gun","pilot",5
744,"Top Gun","ejection seat",6
744,"Top Gun","dying and death",7
744,"Top Gun","officer",8
744,"Top Gun","training camp",9
744,"Top Gun","air force",10
744,"Top Gun","airplane",11
744,"Top Gun","dangerous",12
744,"Top Gun","battle assignment",13
744,"Top Gun","u.s. navy",14
744,"Top Gun","hostility",15
744,"Top Gun","secret love",16
744,"Top Gun","cowardliness",17
744,"Top Gun","pilot school",18
146,"Crouching Tiger, Hidden Dragon","flying",1
146,"Crouching Tiger, Hidden Dragon","martial arts",2
146,"Crouching Tiger, Hidden Dragon","taskmaster",3
146,"Crouching Tiger, Hidden Dragon","comb",4
146,"Crouching Tiger, Hidden Dragon","tiger",5
146,"Crouching Tiger, Hidden Dragon","desert thief",6
146,"Crouching Tiger, Hidden Dragon","theft",7
146,"Crouching Tiger, Hidden Dragon","female martial artist",8
14,"American Beauty","male nudity",1
14,"American Beauty","female nudity",2
14,"American Beauty","adultery",3
14,"American Beauty","midlife crisis",4
14,"American Beauty","coming out",5
14,"American Beauty","first time",6
14,"American Beauty","camcorder",7
14,"American Beauty","virgin",8
14,"American Beauty","nudity",9
14,"American Beauty","film maker",10
14,"American Beauty","estate agent",11
14,"American Beauty","satire",12
14,"American Beauty","loneliness",13
14,"American Beauty","dark comedy",14
14,"American Beauty","suburbia",15
14,"American Beauty","coming of age",16
14,"American Beauty","marijuana",17
14,"American Beauty","exercise",18
14,"American Beauty","parent child relationship",19
14,"American Beauty","bittersweet",20
14,"American Beauty","affair",21
45269,"The Kings Speech","great britain",1
45269,"The Kings Speech","radio",2
45269,"The Kings Speech","monarchy",3
45269,"The Kings Speech","radio transmission",4
45269,"The Kings Speech","royal family",5
45269,"The Kings Speech","speech",6
45269,"The Kings Speech","marriage",7
45269,"The Kings Speech","royalty",8
45269,"The Kings Speech","death of father",9
9493,"Twins","perfection",1
9493,"Twins","delivery",2
9493,"Twins","low intelligence",3
9493,"Twins","jet engine",4
9493,"Twins","twins separated at birth",5
9493,"Twins","artist colony",6
9493,"Twins","same habits",7
9493,"Twins","biological experiment",8
9493,"Twins","opposites",9
9493,"Twins","catholic orphanage",10
22556,"The Yellow Handkerchief","independent film",1
873,"The Color Purple","prison",1
873,"The Color Purple","africa",2
873,"The Color Purple","southern usa",3
873,"The Color Purple","rape",4
873,"The Color Purple","black people",5
873,"The Color Purple","sister sister relationship",6
873,"The Color Purple","jazz",7
873,"The Color Purple","violent father",8
873,"The Color Purple","violent husband",9
873,"The Color Purple","empowerment",10
873,"The Color Purple","adoption",11
873,"The Color Purple","jazz musician",12
873,"The Color Purple","letter",13
873,"The Color Purple","incest",14
33196,"Tidal Wave","helicopter",1
33196,"Tidal Wave","beach",2
33196,"Tidal Wave","loss of father",3
33196,"Tidal Wave","giant wave",4
33196,"Tidal Wave","tsunami",5
33196,"Tidal Wave","family relationships",6
33196,"Tidal Wave","korea",7
33196,"Tidal Wave","disaster",8
33196,"Tidal Wave","cigarette smoking",9
33196,"Tidal Wave","tears",10
33196,"Tidal Wave","single father",11
33196,"Tidal Wave","tearjerker",12
33196,"Tidal Wave","stuck in elevator",13
33196,"Tidal Wave","tidal wave",14
33196,"Tidal Wave","disaster film",15
205596,"The Imitation Game","gay",1
205596,"The Imitation Game","england",2
205596,"The Imitation Game","world war ii",3
205596,"The Imitation Game","mathematician",4
205596,"The Imitation Game","biography",5
205596,"The Imitation Game","logician",6
205596,"The Imitation Game","cryptography",7
10765,"Private Benjamin","paris",1
10765,"Private Benjamin","role of women",2
16769,"Coal Miners Daughter","country music",1
16769,"Coal Miners Daughter","female friendship",2
16769,"Coal Miners Daughter","biography",3
16769,"Coal Miners Daughter","loretta lynn",4
16769,"Coal Miners Daughter","washington state",5
16769,"Coal Miners Daughter","still",6
16769,"Coal Miners Daughter","grand ole opry",7
16769,"Coal Miners Daughter","nashville tennessee",8
16769,"Coal Miners Daughter","honkytonk",9
16769,"Coal Miners Daughter","coal",10
16769,"Coal Miners Daughter","coal mining",11
16769,"Coal Miners Daughter","journey shown on map",12
33217,"Diary of a Wimpy Kid","based on novel",1
33217,"Diary of a Wimpy Kid","coming of age",2
33217,"Diary of a Wimpy Kid","young boy",3
33217,"Diary of a Wimpy Kid","breaking the fourth wall",4
33217,"Diary of a Wimpy Kid","middle school",5
33217,"Diary of a Wimpy Kid","popularity",6
33217,"Diary of a Wimpy Kid","duringcreditsstinger",7
33217,"Diary of a Wimpy Kid","live action and animation",8
33217,"Diary of a Wimpy Kid","friendship drama",9
33217,"Diary of a Wimpy Kid","line drawing",10
132232,"Mama","supernatural horror",1
11153,"National Lampoons Vacation","usa",1
11153,"National Lampoons Vacation","relatives",2
11153,"National Lampoons Vacation","family vacation",3
11153,"National Lampoons Vacation","family holiday",4
11153,"National Lampoons Vacation","duringcreditsstinger",5
208134,"Bad Grandpa","duringcreditsstinger",1
1165,"The Queen","upper class",1
1165,"The Queen","loss of mother",2
1165,"The Queen","great britain",3
1165,"The Queen","sadness",4
1165,"The Queen","queen",5
1165,"The Queen","monarchy",6
1165,"The Queen","paparazzi",7
1165,"The Queen","prime minister",8
1165,"The Queen","headline",9
1165,"The Queen","oscar award",10
1165,"The Queen","dying and death",11
1165,"The Queen","queen elisabeth ii",12
1165,"The Queen","prince charles",13
1165,"The Queen","buckingham palace",14
1165,"The Queen","royal family",15
1165,"The Queen","lady diana spencer",16
4011,"Beetlejuice","minister",1
4011,"Beetlejuice","giant snake",2
4011,"Beetlejuice","skeleton",3
4011,"Beetlejuice","calypso",4
4011,"Beetlejuice","arts",5
4011,"Beetlejuice","afterlife",6
4011,"Beetlejuice","child bride",7
